公司,年月,股東權益總額,當季季底P/E,季底普通股市值,TEJ主產業代碼
2611 志信,2019/9/27,"2,847,155",34.13,"1,293,556",26C
2612 中航,2019/9/27,"10,286,167",13.13,"6,319,488",26A
2613 中櫃,2019/9/27,"2,992,066",75.42,"2,063,080",26C
2614 東森,2019/9/27,"6,091,912",,"5,846,285",26A
2615 萬海,2019/9/27,"36,126,502",15.17,"40,483,920",26A
2616 山隆,2019/9/27,"4,102,592",16.85,"4,063,518",99D
2617 台航,2019/9/27,"10,418,208",11.73,"7,970,315",26A
2618 長榮航,2019/9/27,"74,784,468",12.98,"66,251,217",26D
2630 亞航,2019/9/27,"1,602,452",26.76,"2,276,274",22B
2633 台灣高鐵,2019/9/27,"69,261,464",25.96,"198,678,743",26B
2634 漢翔,2019/9/27,"14,326,359",11.95,"30,375,211",22B
2636 台驊投控,2019/9/27,"2,555,812",7.98,"2,753,190",26C
2637 慧洋-KY,2019/9/27,"28,748,071",8.35,"20,659,650",26A
2642 宅配通,2019/9/27,"1,678,988",14.22,"2,582,382",26C
2701 萬企,2019/9/27,"7,645,083",11.34,"5,872,069",27A
2702 華園,2019/9/27,"1,350,775",13.23,"2,005,303",27A
2704 國賓,2019/9/27,"10,548,815",17.93,"7,925,537",27A
2705 六福,2019/9/27,"1,671,357",,"2,774,304",27A
2706 第一店,2019/9/27,"9,370,397",10.69,"7,499,970",27A
2707 晶華,2019/9/27,"3,317,674",14.24,"20,129,358",27A
2712 遠雄來,2019/9/27,"1,193,920",,"6,142,500",27A
2722 夏都,2019/9/27,"1,841,227",60.57,"2,899,572",27A
2723 美食-KY,2019/9/27,"10,161,908",14.72,"25,740,000",27A
2727 王品,2019/9/27,"4,321,821",10.05,"5,951,095",27A
2731 雄獅,2019/9/27,"2,162,316",29.75,"5,320,000",27C
2739 寒舍,2019/9/27,"1,746,860",20.69,"2,765,845",27A
2748 雲品,2019/9/27,"1,203,528",13.9,"3,806,946",27A
2801 彰銀,2019/9/27,"159,912,506",15.66,"216,181,983",28A
2809 京城銀,2019/9/27,"39,108,398",23.19,"35,207,069",28A
2812 台中銀,2019/9/27,"50,287,896",8.72,"43,949,683",28A
2816 旺旺保,2019/9/27,"5,391,082",5.86,"4,131,424",28J
2820 華票,2019/9/27,"23,572,323",12.98,"19,942,956",28F
2823 中壽,2019/9/27,"136,821,055",7.8,"109,804,117",28I
2832 台產,2019/9/27,"8,945,252",10.06,"7,334,550",28J
2834 臺企銀,2019/9/27,"94,264,025",10.66,"90,932,796",28A
2836 高雄銀,2019/9/27,"15,295,721",12.86,"10,376,794",28A
2838 聯邦銀,2019/9/27,"54,983,126",8.19,"30,142,555",28A
2841 台開,2019/9/27,"19,570,600",,"6,521,282",25B
2845 遠東銀,2019/9/27,"46,738,352",9.22,"40,269,828",28A
2849 安泰銀,2019/9/27,"33,253,729",9.48,"26,918,136",28A
2850 新產,2019/9/27,"10,982,549",6.54,"11,817,016",28J
2851 中再保,2019/9/27,"11,840,194",6.76,"10,686,023",28J
2852 第一保,2019/9/27,"6,506,049",9.3,"4,291,573",28J
2855 統一證,2019/9/27,"26,427,274",9.93,"17,772,451",30A
2867 三商壽,2019/9/27,"38,646,412",9.88,"25,261,491",28I
2880 華南金,2019/9/27,"185,470,211",13.74,"255,018,903",28L
2881 富邦金,2019/9/27,"593,613,420",7.66,"455,907,014",28L
2882 國泰金,2019/9/27,"732,300,632",8.93,"513,835,289",28L
2883 開發金,2019/9/27,"290,412,535",7.65,"138,288,815",28L
2884 玉山金,2019/9/27,"169,124,066",13.79,"305,011,875",28L
2885 元大金,2019/9/27,"247,072,115",9.01,"216,195,292",28L
2886 兆豐金,2019/9/27,"319,096,591",12.23,"390,994,911",28L
2887 台新金,2019/9/27,"176,243,513",9.61,"147,595,350",28L
2888 新光金,2019/9/27,"232,607,567",9.26,"118,317,700",28L
2889 國票金,2019/9/27,"39,487,962",8.92,"30,474,285",28L
2890 永豐金,2019/9/27,"145,775,440",10.67,"136,379,753",28L
2891 中信金,2019/9/27,"376,657,998",7.58,"401,637,973",28L
2892 第一金,2019/9/27,"215,713,311",12.07,"271,670,336",28L
2897 王道銀行,2019/9/27,"50,777,284",6.35,"18,507,756",28A
2901 欣欣,2019/9/27,"862,857",45.09,"1,654,424",29A
2903 遠百,2019/9/27,"37,480,801",7.65,"33,864,866",29A
2904 匯僑,2019/9/27,"969,216",10.29,"1,705,140",26C
2905 三商,2019/9/27,"43,605,979",3.48,"15,624,290",29A
2906 高林,2019/9/27,"5,218,266",8.95,"2,425,688",29B
2908 特力,2019/9/27,"6,394,261",108.74,"10,962,571",29B
2910 統領,2019/9/27,"2,331,057",45.46,"5,593,830",29A
2911 麗嬰房,2019/9/27,"2,736,595",,"1,419,423",29A
2912 統一超,2019/9/27,"43,287,668",19.81,"301,490,380",29A
2913 農林,2019/9/27,"15,890,838",,"12,916,500",29B
2915 潤泰全,2019/9/27,"85,370,380",3.52,"37,789,134",29A
2923 鼎固-KY,2019/9/27,"55,861,183",9.95,"41,158,000",25A
2929 淘帝-KY,2019/9/27,"5,284,269",5.23,"8,041,359",29A
2936 客思達-KY,2019/9/27,"2,688,297",196.86,"1,619,138",29B
2939 凱羿-KY,2019/9/27,"1,404,907",13.15,"4,769,422",29B
3002 歐格,2019/9/27,"1,440,118",20.69,"1,071,000",23D
3003 健和興,2019/9/27,"4,537,140",10.51,"6,724,253",15D
3004 豐達科,2019/9/27,"1,844,562",10.57,"5,038,318",22B
3005 神基,2019/9/27,"16,174,007",9.3,"27,216,822",23D
3006 晶豪科,2019/9/27,"7,133,609",22.19,"9,415,726",23G
3008 大立光,2019/9/27,"118,683,768",17.59,"596,923,000",23U
3010 華立,2019/9/27,"13,065,646",6.16,"12,240,531",23T
3011 今皓,2019/9/27,"1,102,124",,"768,744",23D
3013 晟銘電,2019/9/27,"2,487,403",12.07,"2,232,210",23D
3014 聯陽,2019/9/27,"3,877,259",10.41,"6,298,736",23G
3015 全漢,2019/9/27,"8,679,382",79.43,"3,777,929",23D
3016 嘉晶,2019/9/27,"3,812,885",86.43,"13,281,008",23G
3017 奇鋐,2019/9/27,"9,074,861",10.15,"13,425,780",23D
3018 同開,2019/9/27,"751,115",,"1,701,803",23H
3019 亞光,2019/9/27,"15,939,937",11.31,"22,008,799",23U
3021 鴻名,2019/9/27,"1,215,757",7.63,"1,398,870",23D
3022 威強電,2019/9/27,"6,937,135",7.38,"9,378,588",23B
3023 信邦,2019/9/27,"7,551,517",12.57,"28,019,022",23D
3024 憶聲,2019/9/27,"2,647,295",21.04,"1,868,038",15C
3025 星通,2019/9/27,"787,170",29.37,"1,528,326",23E
3026 禾伸堂,2019/9/27,"9,551,091",9.85,"14,408,688",23D
3027 盛達,2019/9/27,"1,480,786",,"773,054",23E
3028 增你強,2019/9/27,"4,459,193",11.61,"4,565,142",23T
3029 零壹,2019/9/27,"2,284,578",10.91,"4,082,565",23X
3030 德律,2019/9/27,"5,191,200",9.95,"11,669,070",23H
3031 佰鴻,2019/9/27,"2,927,217",11.11,"2,837,445",23C
3032 偉訓,2019/9/27,"3,565,379",6.29,"2,871,775",23D
3033 威健,2019/9/27,"5,738,467",17.69,"6,693,068",23T
3034 聯詠,2019/9/27,"31,174,899",10.7,"108,314,958",23G
3035 智原,2019/9/27,"5,005,264",28.67,"14,366,190",23G
3036 文曄,2019/9/27,"23,504,241",7.36,"22,875,481",23T
3037 欣興,2019/9/27,"47,336,243",17.09,"65,681,552",23B
3038 全台,2019/9/27,"1,941,076",10.51,"2,915,206",23C
3040 遠見,2019/9/27,"1,330,592",15.68,"1,811,250",25F
3041 揚智,2019/9/27,"3,411,124",,"4,069,849",23G
3042 晶技,2019/9/27,"8,525,294",17.83,"12,065,035",23D
3043 科風,2019/9/27,"123,259",6.56,"545,658",23D
3044 健鼎,2019/9/27,"32,965,956",7.89,"58,604,958",23B
3045 台灣大,2019/9/27,"69,403,375",23.3,"391,545,728",23K
3046 建碁,2019/9/27,"758,570",38.56,"1,496,836",23B
3047 訊舟,2019/9/27,"2,505,354",11.05,"1,902,208",23E
3048 益登,2019/9/27,"3,480,764",8.37,"3,984,039",23T
3049 和鑫,2019/9/27,"9,437,576",13.22,"11,135,882",23C
3050 鈺德,2019/9/27,"2,582,897",9.48,"1,700,714",23C
3051 力特,2019/9/27,"1,252,141",,"956,476",23C
3052 夆典,2019/9/27,"2,760,477",,"2,973,269",25A
3054 立萬利,2019/9/27,"971,610",,"2,257,082",23C
3055 蔚華科,2019/9/27,"2,432,351","1,225.10","2,632,734",23H
3056 總太,2019/9/27,"4,761,978",11.79,"4,987,073",25A
3057 喬鼎,2019/9/27,"989,281",,"1,123,407",23C
3058 立德,2019/9/27,"2,101,549",,"1,227,131",23D
3059 華晶科,2019/9/27,"9,445,244",99.75,"6,776,341",23U
3060 銘異,2019/9/27,"3,402,015",,"1,951,054",23C
3062 建漢,2019/9/27,"5,464,445",49.18,"6,013,472",23E
3090 日電貿,2019/9/27,"4,296,384",8.98,"8,772,059",23T
3092 鴻碩,2019/9/27,"1,554,887",8.14,"3,299,369",23D
3094 聯傑,2019/9/27,"1,101,385",55.55,"1,451,833",23G
3130 一零四,2019/9/27,"1,438,502",16.3,"5,509,540",23K
3138 耀登,2019/9/27,"680,845",20.76,"1,632,683",23D
3149 正達,2019/9/27,"1,556,268",,"2,280,643",23C
3164 景岳,2019/9/27,"1,525,628",22.15,"2,254,477",17C
3167 大量,2019/9/27,"1,768,197",9.35,"2,576,308",23H
3189 景碩,2019/9/27,"27,250,640",,"18,903,646",23B
3209 全科,2019/9/27,"2,797,693",9.36,"3,199,131",23T
3229 晟鈦,2019/9/27,"632,237",,"1,374,671",23B
3231 緯創,2019/9/27,"81,202,656",7.08,"71,157,331",23A
3257 虹冠電,2019/9/27,"1,478,003",298.78,"4,211,366",23G
3266 昇陽,2019/9/27,"5,682,608",29.33,"5,002,859",25A
3296 勝德,2019/9/27,"1,513,403",13.35,"1,640,341",23D
3305 昇貿,2019/9/27,"3,607,407",14.99,"2,749,650",23B
3308 聯德,2019/9/27,"815,971",,"596,342",23D
3311 閎暉,2019/9/27,"2,547,951",,"1,392,000",23D
3312 弘憶股,2019/9/27,"1,397,009",9.66,"1,841,299",23T
3321 同泰,2019/9/27,"522,301",,"1,341,085",23B
3338 泰碩,2019/9/27,"1,501,883",19.74,"7,757,346",23D
3346 麗清,2019/9/27,"1,488,787",29.18,"2,470,558",23C
3356 奇偶,2019/9/27,"1,659,278",56.88,"2,700,624",23C
3376 新日興,2019/9/27,"13,017,371",10.34,"20,844,170",23D
3380 明泰,2019/9/27,"9,925,707",35.52,"12,757,915",23E
3383 新世紀,2019/9/27,"502,364",,"375,372",23C
3406 玉晶光,2019/9/27,"9,010,376",17.46,"42,502,374",23U
3413 京鼎,2019/9/27,"4,031,129",12.5,"9,550,349",23H
3416 融程電,2019/9/27,"2,107,766",12.39,"3,840,029",23B
3419 譁裕,2019/9/27,"1,505,906",,"2,222,856",23D
3432 台端,2019/9/27,"1,548,331",198.76,"905,570",23D
3437 榮創,2019/9/27,"2,665,339",,"2,146,538",23C
3443 創意,2019/9/27,"4,051,856",44.84,"33,502,750",23G
3450 聯鈞,2019/9/27,"5,579,642",9.13,"8,027,023",23K
3454 晶睿,2019/9/27,"2,915,429",24.15,"8,877,366",23C
3481 群創,2019/9/27,"242,098,260",,"65,683,669",23C
3494 誠研,2019/9/27,"1,894,597",,"906,223",23T
3501 維熹,2019/9/27,"5,802,043",7.53,"5,853,722",23D
3504 揚明光,2019/9/27,"3,506,320",125.65,"9,215,967",23C
3515 華擎,2019/9/27,"6,368,674",12.78,"8,326,851",23B
3518 柏騰,2019/9/27,"1,535,638",,"1,715,980",23H
3528 安馳,2019/9/27,"1,405,123",11.77,"2,473,007",23T
3530 晶相光,2019/9/27,"2,056,121",39.15,"8,039,665",23G
3532 台勝科,2019/9/27,"20,241,742",9.65,"39,172,648",23G
3533 嘉澤,2019/9/27,"11,618,138",10.64,"28,042,267",23D
3535 晶彩科,2019/9/27,"1,083,890",8.32,"1,913,058",23H
3536 誠創,2019/9/27,"651,881",,"672,840",23D
3543 州巧,2019/9/27,"3,178,795",10.78,"1,388,541",23D
3545 敦泰,2019/9/27,"7,831,193",,"6,319,134",23G
3550 聯穎,2019/9/27,"1,860,728",11.89,"1,253,750",23D
3557 嘉威,2019/9/27,"842,775",179.71,"3,442,790",99B
3563 牧德,2019/9/27,"1,930,524",9.67,"13,741,080",23H
3576 聯合再生,2019/9/27,"23,290,463",,"20,566,802",23C
3583 辛耘,2019/9/27,"2,586,076",8.48,"4,981,935",23H
3588 通嘉,2019/9/27,"1,298,739",136.71,"1,150,953",23G
3591 艾笛森,2019/9/27,"2,897,260",73.18,"1,675,013",23C
3593 力銘,2019/9/27,"405,603",,"455,782",23D
3596 智易,2019/9/27,"10,015,086",11.84,"17,748,994",23E
3605 宏致,2019/9/27,"4,335,192",8.79,"2,845,684",23D
3607 谷崧,2019/9/27,"3,745,077",,"2,086,503",23D
3617 碩天,2019/9/27,"4,580,555",9.38,"7,917,008",23D
3622 洋華,2019/9/27,"4,626,629",30.97,"2,882,779",23C
3645 達邁,2019/9/27,"2,418,631",27.08,"6,181,395",23B
3653 健策,2019/9/27,"5,713,686",18.49,"15,430,688",23D
3661 世芯-KY,2019/9/27,"3,239,747",33.72,"9,623,752",23G
3665 貿聯-KY,2019/9/27,"9,437,722",10.83,"25,421,897",23D
3669 圓展,2019/9/27,"2,412,765",22.83,"1,635,374",23U
3673 TPK-KY,2019/9/27,"37,450,352",14.52,"22,732,462",23C
3679 新至陞,2019/9/27,"3,906,889",7.56,"2,899,879",23D
3682 亞太電,2019/9/27,"26,982,143",,"25,918,339",23K
3686 達能,2019/9/27,"1,076,205",,"527,935",23C
3694 海華,2019/9/27,"1,631,025",,"3,011,940",23K
3701 大眾控,2019/9/27,"3,555,244",11.72,"2,664,816",23A
3702 大聯大,2019/9/27,"65,282,341",7.97,"64,139,939",23T
3703 欣陸,2019/9/27,"25,965,539",24.68,"11,730,814",25B
3704 合勤控,2019/9/27,"7,465,030",35.03,"9,264,717",23E
3705 永信,2019/9/27,"6,182,458",12.06,"11,189,724",17C
3706 神達,2019/9/27,"39,173,625",10.06,"28,170,924",23A
3708 上緯投控,2019/9/27,"5,278,989",18.15,"7,611,226",17F
3711 日月光投控,2019/9/27,"218,415,095",15.25,"306,238,462",23G
3712 永崴投控,2019/9/27,"6,624,857",,"4,961,776",23T
4104 佳醫,2019/9/27,"8,500,041",9.38,"6,663,696",17G
4106 雃博,2019/9/27,"2,007,113",16.89,"2,442,046",17G
4108 懷特,2019/9/27,"1,837,175",,"3,182,331",17C
4119 旭富,2019/9/27,"3,389,585",10.85,"7,948,500",17C
4133 亞諾法,2019/9/27,"1,193,072",196.87,"1,716,678",17H
4137 麗豐-KY,2019/9/27,"4,072,232",9.08,"16,852,304",17Z
4141 龍燈-KY,2019/9/27,"5,350,523",,"2,926,562",17C
4142 國光生,2019/9/27,"3,872,952",,"9,215,374",17C
4148 全宇生技-KY,2019/9/27,"2,441,010",22.72,"2,599,780",17C
4155 訊映,2019/9/27,"1,183,013",16.05,"2,531,314",17G
4164 承業醫,2019/9/27,"5,244,831",13.15,"6,146,872",17G
4190 佐登-KY,2019/9/27,"1,868,972",9.5,"6,036,577",17Z
4306 炎洲,2019/9/27,"9,746,148",,"6,719,050",13A
4414 如興,2019/9/27,"14,008,970",,"10,525,006",14C
4426 利勤,2019/9/27,"3,323,719",18.34,"9,100,964",14C
4438 廣越,2019/9/27,"7,816,084",10.3,"14,472,500",14C
4439 冠星-KY,2019/9/27,"1,758,459",,,14C
4526 東台,2019/9/27,"6,119,281",11.4,"4,319,301",15A
4532 瑞智,2019/9/27,"9,571,233",12.32,"11,739,502",15C
4536 拓凱,2019/9/27,"5,417,860",8.53,"12,578,570",99Z
4540 全球傳動,2019/9/27,"3,143,265",58.24,"5,897,358",15A
4545 銘鈺,2019/9/27,"1,696,457",32.67,"1,705,550",23D
4551 智伸科,2019/9/27,"4,333,147",10.57,"12,290,100",15D
4552 力達-KY,2019/9/27,"5,004,000",7.02,"4,767,600",15C
4555 氣立,2019/9/27,"2,562,228",39,"3,457,696",15A
4557 永新-KY,2019/9/27,"1,532,110",10.54,"2,758,694",15D
4560 強信-KY,2019/9/27,"1,599,733",9.36,"3,479,372",15A
4562 穎漢,2019/9/27,"1,174,055",39.21,"1,962,211",15A
4564 元翎,2019/9/27,"4,384,765",12.51,"9,458,481",20B
4566 時碩工業,2019/9/27,"2,163,227",11.31,"3,285,625",15D
4571 鈞興-KY,2019/9/27,"1,639,649",15.9,"3,950,800",15D
4572 駐龍,2019/9/27,"1,955,567",16.69,"5,459,500",15A
4576 大銀微系統,2019/9/27,"3,411,328",99.01,"10,081,134",15A
4581 光隆精密-KY,2019/9/27,"738,515",,,22A
4720 德淵,2019/9/27,"1,201,405",14.37,"1,213,491",17F
4722 國精化,2019/9/27,"2,462,536",8.52,"2,735,246",17F
4737 華廣,2019/9/27,"1,951,129",18.72,"3,371,299",17G
4739 康普,2019/9/27,"4,023,738",32.44,"7,386,503",17Z
4746 台耀,2019/9/27,"4,547,760",195.67,"3,297,100",17C
4755 三福化,2019/9/27,"3,121,299",9.13,"3,818,723",17Z
4763 材料-KY,2019/9/27,"1,285,218",20.74,"6,384,500",17Z
4764 雙鍵,2019/9/27,"2,382,411",12.34,"5,390,518",17Z
4766 南寶,2019/9/27,"10,532,372",11.12,"18,206,070",17F
4807 日成-KY,2019/9/27,"1,015,894",,"1,100,242",99Z
4904 遠傳,2019/9/27,"68,444,481",21.17,"236,241,250",23K
4906 正文,2019/9/27,"8,723,321",68.85,"9,368,179",23E
4912 聯德控股-KY,2019/9/27,"1,884,182",12.66,"5,459,280",23D
4915 致伸,2019/9/27,"14,024,092",9.39,"26,403,516",23C
4916 事欣科,2019/9/27,"3,928,834",53.55,"2,759,203",23B
4919 新唐,2019/9/27,"3,814,374",19.83,"13,975,124",23G
4927 泰鼎-KY,2019/9/27,"7,430,454",7.36,"7,949,132",23B
4930 燦星網,2019/9/27,"5,709,753",2.61,"1,410,150",15C
4934 太極,2019/9/27,"2,214,103",,"1,729,243",23C
4935 茂林-KY,2019/9/27,"6,171,008",31.79,"9,623,870",23C
4938 和碩,2019/9/27,"187,249,024",7.67,"141,015,546",23A
4942 嘉彰,2019/9/27,"7,105,466",5.26,"5,317,407",23D
4943 康控-KY,2019/9/27,"5,018,064",32.93,"22,133,322",23D
4952 凌通,2019/9/27,"1,995,641",13.65,"3,688,829",23G
4956 光鋐,2019/9/27,"1,866,172",,"1,390,651",23C
4958 臻鼎-KY,2019/9/27,"86,170,366",6.33,"100,147,419",23B
4960 誠美材,2019/9/27,"13,213,478",,"5,885,036",23C
4961 天鈺,2019/9/27,"3,735,076",14.99,"6,110,737",23G
4967 十銓,2019/9/27,"1,143,329",30.36,"1,737,141",23G
4968 立積,2019/9/27,"1,313,544",42.74,"9,995,886",23G
4976 佳凌,2019/9/27,"1,717,017",,"3,521,100",23U
4977 眾達-KY,2019/9/27,"2,087,393",21.44,"5,611,088",23K
4989 榮科,2019/9/27,"2,150,339",27.86,"3,949,593",23B
4994 傳奇,2019/9/27,"1,375,730",30.72,"12,114,971",23X
4999 鑫禾,2019/9/27,"3,244,974",9.31,"3,118,072",23D
5007 三星,2019/9/27,"6,332,094",13.35,"15,159,916",20A
5203 訊連,2019/9/27,"4,126,722",19.42,"7,853,778",23X
5215 科嘉-KY,2019/9/27,"1,926,726",10.17,"3,254,786",23D
5225 東科-KY,2019/9/27,"1,932,651",6.1,"3,487,277",23U
5234 達興材料,2019/9/27,"2,610,297",11.41,"8,956,748",23C
5243 乙盛-KY,2019/9/27,"5,887,394",9.44,"6,698,988",23D
5258 虹堡,2019/9/27,"1,182,331",,"2,462,405",23B
5269 祥碩,2019/9/27,"2,343,872",23.14,"29,117,945",23G
5283 禾聯碩,2019/9/27,"3,972,681",7.11,"6,916,000",15C
5284 jpp-KY,2019/9/27,"1,705,526",16.94,"2,000,825",23D
5285 界霖,2019/9/27,"2,438,217",18.61,"5,240,757",23G
5288 豐祥-KY,2019/9/27,"3,003,084",10.54,"8,326,989",15D
5388 中磊,2019/9/27,"7,343,157",15.8,"19,406,587",23E
5434 崇越,2019/9/27,"8,987,424",8.02,"17,352,255",23T
5469 瀚宇博,2019/9/27,"30,727,153",4.63,"18,721,528",23B
5471 松翰,2019/9/27,"2,956,809",15.84,"5,640,667",23G
5484 慧友,2019/9/27,"626,476",,"759,482",23C
5515 建國,2019/9/27,"4,347,966",13.16,"3,343,000",25B
5519 隆大,2019/9/27,"4,020,238",4.38,"3,133,575",25A
5521 工信,2019/9/27,"3,908,279",,"2,606,453",25B
5522 遠雄,2019/9/27,"40,591,917",9.22,"29,468,766",25A
5525 順天,2019/9/27,"4,489,003",8.42,"5,659,292",25A
5531 鄉林,2019/9/27,"11,087,613",,"10,856,338",25A
5533 皇鼎,2019/9/27,"7,348,333",32.86,"4,506,855",25A
5534 長虹,2019/9/27,"16,673,154",7.85,"23,080,838",25A
5538 東明-KY,2019/9/27,"3,771,092",12.48,"5,275,200",20A
5546 永固-KY,2019/9/27,"1,591,778",,,25B
5607 遠雄港,2019/9/27,"5,341,498",5.58,"4,864,056",26C
5608 四維航,2019/9/27,"5,222,221",,"2,396,111",26A
5706 鳳凰,2019/9/27,"1,123,583",9.24,"2,200,455",27C
5871 中租-KY,2019/9/27,"70,266,164",8.07,"166,025,000",28K
5876 上海商銀,2019/9/27,"194,445,059",9.41,"233,491,516",28A
5880 合庫金,2019/9/27,"222,379,351",13.86,"265,389,884",28L
5906 台南-KY,2019/9/27,"358,714",6.63,"384,000",14C
5907 大洋-KY,2019/9/27,"8,764,296",6.95,"5,963,696",29A
6005 群益證,2019/9/27,"36,923,057",9.62,"20,447,199",30A
6024 群益期,2019/9/27,"4,923,896",11.64,"7,675,010",30C
6108 競國,2019/9/27,"3,784,328",6.43,"4,333,263",23B
6112 聚碩,2019/9/27,"4,506,576",12.54,"6,159,274",23X
6115 鎰勝,2019/9/27,"4,775,118",9.19,"7,797,356",23D
6116 彩晶,2019/9/27,"40,962,794",,"20,057,171",23C
6117 迎廣,2019/9/27,"1,277,152",,"1,298,723",23D
6120 達運,2019/9/27,"11,283,819",,"11,680,490",23C
6128 上福,2019/9/27,"3,461,928",8.78,"4,121,092",23C
6131 鈞泰,2019/9/27,"140,161",,"266,027",23C
6133 金橋,2019/9/27,"1,483,695",30.89,"971,150",23D
6136 富爾特,2019/9/27,"2,601,133",24.59,"2,264,506",23T
6139 亞翔,2019/9/27,"11,584,991",10.45,"5,615,946",23H
6141 柏承,2019/9/27,"1,713,588",16.95,"2,651,266",23B
6142 友勁,2019/9/27,"2,399,006",,"2,143,198",23E
6152 百一,2019/9/27,"1,351,405",,"1,138,941",23K
6153 嘉聯益,2019/9/27,"13,606,237",16.31,"18,301,937",23B
6155 鈞寶,2019/9/27,"1,426,829",20.43,"2,470,010",23D
6164 華興,2019/9/27,"1,161,097",,"694,000",23C
6165 浪凡,2019/9/27,"412,596",,"556,438",23D
6166 凌華,2019/9/27,"4,604,437",16.43,"10,636,728",23B
6168 宏齊,2019/9/27,"2,668,445",,"2,596,469",23C
6172 互億,2019/9/27,"318,035",48.28,"612,000",23E
6176 瑞儀,2019/9/27,"27,139,917",6.11,"55,105,700",23C
6177 達麗,2019/9/27,"4,517,288",6.83,"6,885,054",25A
6183 關貿,2019/9/27,"2,116,392",16.62,"5,467,500",23K
6184 大豐電,2019/9/27,"4,090,381",10.15,"5,949,448",99G
6189 豐藝,2019/9/27,"3,976,655",7.95,"6,087,530",23T
6191 精成科,2019/9/27,"14,183,368",9.54,"8,738,505",23B
6192 巨路,2019/9/27,"4,767,938",8.05,"8,739,430",23T
6196 帆宣,2019/9/27,"5,708,296",13.24,"9,333,450",23H
6197 佳必琪,2019/9/27,"3,093,011",10.23,"3,644,237",23D
6201 亞弘電,2019/9/27,"2,397,370",9.91,"3,104,160",23U
6202 盛群,2019/9/27,"3,853,600",13.36,"14,700,920",23G
6205 詮欣,2019/9/27,"1,716,275",11.56,"1,824,711",23D
6206 飛捷,2019/9/27,"4,541,271",12.2,"10,343,383",23B
6209 今國光,2019/9/27,"3,291,721",,"4,633,006",23U
6213 聯茂,2019/9/27,"8,452,601",16.72,"45,746,507",23B
6214 精誠,2019/9/27,"13,064,615",19.88,"19,665,689",23X
6215 和椿,2019/9/27,"1,179,750",19.59,"1,291,508",23H
6216 居易,2019/9/27,"1,485,028",11.42,"2,367,166",23E
6224 聚鼎,2019/9/27,"2,061,496",13.63,"5,384,067",23D
6225 天瀚,2019/9/27,"12,060",,"328,650",23U
6226 光鼎,2019/9/27,"1,228,490",23.47,"910,412",23C
6230 尼得科超眾,2019/9/27,"3,962,771",17.85,"20,376,948",23D
6235 華孚,2019/9/27,"1,764,458",,"2,248,954",23D
6239 力成,2019/9/27,"53,011,491",8.21,"67,941,531",23G
6243 迅杰,2019/9/27,"531,300",,"884,717",23G
6251 定穎,2019/9/27,"3,951,752",15.23,"3,583,502",23B
6257 矽格,2019/9/27,"12,328,982",9.16,"13,198,095",23G
6269 台郡,2019/9/27,"19,304,219",8.8,"30,606,368",23B
6271 同欣電,2019/9/27,"9,962,099",20.98,"20,834,982",23C
6277 宏正,2019/9/27,"4,063,338",12.96,"10,262,559",23C
6278 台表科,2019/9/27,"12,659,243",8.54,"21,491,253",23B
6281 全國電,2019/9/27,"2,376,339",13.32,"6,515,600",23T
6282 康舒,2019/9/27,"9,745,871",44.91,"11,004,027",23D
6283 淳安,2019/9/27,"2,174,088",72.66,"4,894,639",23C
6285 啟碁,2019/9/27,"15,846,439",14.67,"31,850,846",23K
6288 聯嘉,2019/9/27,"2,303,429",14.05,"3,482,455",23C
6289 華上,2019/9/27,"53,794",,"145,400",23C
6405 悅城,2019/9/27,"1,842,107",617.79,"970,550",23C
6409 旭隼,2019/9/27,"4,384,179",20.48,"53,312,640",23D
6412 群電,2019/9/27,"7,979,203",9.27,"21,656,040",23D
6414 樺漢,2019/9/27,"27,518,793",4.99,"18,344,493",23B
6415 矽力-KY,2019/9/27,"14,307,771",36.35,"69,942,857",23G
6416 瑞祺電通,2019/9/27,"2,629,142",13.7,"5,810,189",23E
6426 統新,2019/9/27,"776,796",35.14,"4,188,625",23K
6431 光麗-KY,2019/9/27,"381,178",,"1,232,334",23C
6438 迅得,2019/9/27,"1,661,543",42.39,"3,595,160",23H
